01,4798,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],0.0,0.0,42.30713,98.9209,
07,2362,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79346,116.06345,40.0006,116.50926,
07,1198,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],3.00417,116.27885,40.32306,122.012,
07,9857,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],23.65545,108.67353,40.00087,116.48073,
07,9070,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79598,116.28656,40.01151,116.49577,
07,8285,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],0.0,0.0,40.48865,117.01181,
07,5722,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.76041,116.16626,40.0798,116.64556,
07,3263,6,['2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80037,116.14084,40.2254,116.65453,
07,8508,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.74989,116.31318,40.41644,117.16338,
07,1093,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.46071,116.18235,40.08668,116.5866,
07,7913,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.64969,116.17963,40.07826,116.58769,
07,4785,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.76395,116.16629,40.0879,116.58735,
07,3042,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.68105,115.98141,40.15244,117.11672,
07,9514,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.8467,116.22375,40.09383,116.58678,
07,4567,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.76173,116.19174,40.02068,116.80762,
07,860,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7662,115.7545,40.13508,116.45552,
07,3507,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],28.46869,106.65942,39.98669,116.54419,
07,4824,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79643,115.64005,40.03563,116.56993,
07,2263,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79287,116.24527,39.94832,116.44978,
07,7813,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84289,110.88073,40.41596,116.86108,
07,8371,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84763,116.03225,40.11707,116.7023,
07,3335,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77461,116.26766,39.9292,116.54535,
07,2828,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],31.20455,116.16622,40.07005,121.68995,
07,7850,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.823,116.26915,40.2458,117.1132,
07,9297,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83069,116.30438,40.07947,116.58668,
07,6105,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82488,116.2512,40.3465,117.12117,
07,7914,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.61505,116.03864,40.07934,116.89312,
07,8031,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79134,116.20666,40.07935,116.62115,
07,5229,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],0.0,0.0,40.30668,116.52778,
07,1118,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.74892,116.25469,40.64773,117.34367,
07,8540,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82966,116.20596,40.07939,116.58659,
07,4834,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78512,116.19336,40.22834,116.58669,
07,8667,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83005,116.28883,40.0791,116.58749,
07,4150,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83406,116.22691,40.00726,116.57744,
07,6402,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86015,116.1109,40.21125,117.05297,
07,1029,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79696,116.23546,40.07907,116.58677,
07,8541,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82924,116.27769,40.07921,12.34737,
07,7021,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.75912,116.28499,39.99415,116.70558,
07,3330,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.8216,116.11648,40.23444,116.64252,
07,4554,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.72559,116.17892,40.36153,116.52444,
07,7238,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83868,116.21421,8.10083,25.18467,
07,2920,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78991,115.99009,40.36202,116.58804,
07,464,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.50737,106.65373,39.99973,116.52555,
07,4193,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83652,116.18516,40.1637,116.66827,
07,6333,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84163,116.22326,40.48024,116.85562,
07,7337,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.87831,116.18625,40.09443,116.58659,
07,7413,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7931,116.16165,40.07936,116.58737,
07,8042,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.74945,116.26065,39.98912,116.67703,
07,6182,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.82947,104.17063,40.07759,116.58871,
07,1704,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.70166,105.01133,39.99857,116.58514,
07,4686,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.8476,116.26777,40.59896,117.14386,
07,3797,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.59026,116.26795,40.07737,116.63152,
07,4256,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7841,116.24046,54.0145,117.00883,
07,7314,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.87694,116.10827,40.1185,116.58698,
07,2094,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],24.00511,101.61667,40.21808,117.56173,
07,480,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.53413,115.90389,40.18731,116.58383,
07,2301,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.59646,116.15815,39.98509,116.97439,
07,8122,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.47022,115.82537,40.03622,116.47189,
07,7795,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],25.47805,109.62603,40.11751,116.68701,
07,7113,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.5537,116.26366,40.2726,117.12206,
07,1569,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80855,116.20843,40.07862,116.58675,
07,3397,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7095,116.17126,40.0935,116.70297,
07,3795,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7564,116.19151,40.08913,25.68417,
07,9060,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],10.97913,116.24903,40.18715,44.19913,
07,3163,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79379,116.25014,40.07959,116.58699,
07,6068,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.65829,116.28255,40.06925,116.54341,
07,8901,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],15.50963,109.64425,40.41832,127.8089,
07,9842,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.60888,116.25452,40.07846,116.58663,
07,5351,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.60926,115.97685,40.07867,116.58669,
07,6224,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77533,115.8864,40.53527,116.50004,
07,1435,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77638,116.24833,40.07935,116.86254,
07,388,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.50721,116.22231,40.07942,116.5868,
07,10029,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.75478,116.1915,40.09311,116.65839,
07,1178,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.81893,116.24788,40.23111,116.8773,
07,3343,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.89595,116.23659,40.16573,116.46191,
07,4657,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.74897,116.08862,40.07529,116.85361,
07,2099,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77662,106.55465,40.07974,116.58743,
07,58,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83479,116.17788,40.19408,116.65406,
07,7207,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.52501,103.43244,40.25209,116.67744,
07,2139,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.69392,106.61259,39.99068,116.49612,
07,5719,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82126,109.71236,40.06575,116.558,
07,4046,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.65206,111.13594,40.0797,116.75758,
07,4072,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.74471,106.55465,40.02088,116.51414,
07,8313,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.73789,116.26624,42.2961,123.84394,
07,5777,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.8457,116.23635,40.08022,116.58579,
07,3336,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84282,116.23044,40.25223,116.8554,
07,5752,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80345,116.25646,40.07318,116.5836,
07,6248,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79896,116.30637,39.98092,116.47602,
07,6673,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.75486,116.27324,40.19689,117.27353,
07,2939,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.85045,116.00235,40.35909,116.58656,
07,8393,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84371,116.03672,40.24123,116.58649,
07,6843,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.67953,116.26435,40.1117,116.65185,
07,1667,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84338,116.1641,40.07963,116.58664,
07,6310,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.81484,116.22994,40.12448,116.58656,
07,7033,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],33.26826,116.28416,40.30113,120.73416,
07,2171,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.71436,116.29747,39.97911,116.45703,
07,1445,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.61241,116.22964,40.0796,116.58754,
07,6388,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83724,116.23939,40.20728,117.23969,
07,3070,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84515,116.2672,40.37335,116.76347,
07,8551,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],31.17562,115.49462,40.07938,121.25886,
07,8555,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80036,116.28662,40.04765,116.6461,
07,3840,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.71517,116.06524,39.96642,116.52491,
07,9956,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.8275,106.99471,40.29861,116.72868,
07,312,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.56776,116.25361,40.07788,116.58683,
07,1758,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.71286,116.22689,40.0795,116.58222,
07,3171,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83167,116.19107,40.13416,116.65473,
07,1030,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.8033,116.25442,39.9974,116.4717,
07,3347,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82964,116.21102,40.2265,116.58669,
07,943,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.73915,116.32097,40.03357,116.72871,
07,2143,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.73033,116.23334,40.09141,116.54848,
07,2206,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80213,116.15245,40.06428,116.58468,
07,2150,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.58293,115.94345,40.07876,116.58666,
07,9269,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.88453,116.08392,40.33191,116.51484,
07,3849,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78426,116.31999,39.92789,116.46674,
07,4789,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83691,116.26097,40.13484,116.70143,
07,9584,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86929,116.30561,40.3157,116.80299,
07,5050,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],28.46875,108.94393,40.46476,116.5873,
07,1622,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],25.17141,116.29863,40.08058,116.58837,
07,6482,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],33.87617,116.25665,40.19191,120.28455,
07,8547,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.72809,116.11938,40.06481,116.457,
07,1012,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.1479,116.03494,40.45317,116.61886,
07,2389,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84582,116.20545,40.23096,116.65361,
07,1130,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.65172,116.20148,40.02207,116.67211,
07,3709,6,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07'],23.45344,104.07966,40.0799,116.61786,
07,6234,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.81196,116.24622,40.40449,116.84232,
07,3876,6,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-08'],31.19212,116.21215,40.1393,121.49364,
07,3366,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],38.55073,114.4321,40.07906,116.65158,
07,468,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82535,116.25291,40.17186,116.58775,
07,7950,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.72528,111.78295,40.07962,116.58752,
07,4892,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],38.50592,116.27588,40.1607,116.65531,
07,7681,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83577,116.20047,40.15235,117.11284,
07,9484,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.85552,116.29673,40.11976,116.85022,
07,264,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82579,116.28212,40.37271,116.86807,
07,1340,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.8556,116.0925,40.37434,116.8402,
07,4201,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80171,116.29618,40.07983,116.58704,
07,9751,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.71797,116.18906,39.98719,119.61446,
07,2808,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],0.0,116.24696,40.10565,7.0,
07,10056,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86432,116.22341,39.93177,116.45611,
07,587,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.81489,116.12196,40.3482,116.84628,
07,5755,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.59786,116.09556,40.22312,116.66228,
07,10277,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.85583,116.39369,40.02999,116.69909,
07,5799,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78006,116.10523,39.98642,116.51042,
07,1555,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86838,116.19578,40.14683,116.5654,
07,10054,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.87082,116.00424,40.35454,116.58745,
07,9541,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],28.46873,108.94392,40.15119,116.50127,
07,3433,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84715,107.74095,51.83839,117.14368,
07,2539,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83525,108.58542,40.40619,117.04969,
07,1018,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.82957,116.34298,39.97503,116.4369,
07,4871,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83766,116.1012,40.0791,116.58647,
07,9093,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],19.53646,109.53418,39.99748,116.69919,
07,8600,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],28.46872,108.94394,40.00319,116.78307,
07,1666,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82534,116.18523,40.188,116.88501,
07,9037,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.72197,116.12522,40.4828,116.58755,
07,7154,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79033,116.22105,40.46634,117.55307,
07,1459,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84832,116.26837,40.07928,116.58668,
07,1432,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],38.50099,114.96503,40.45771,116.88294,
07,5950,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.75266,116.20593,40.06661,117.05355,
07,656,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7913,116.1462,40.0776,116.58725,
07,6140,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.823,116.09728,40.17928,117.11727,
07,3977,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78522,116.15779,40.05184,116.54184,
07,9240,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.72067,106.5936,51.30469,116.45566,
07,1683,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.81323,116.1798,44.41277,116.52368,
07,4502,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.71894,115.96612,40.17231,116.64188,
07,8300,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77244,116.14723,40.1961,117.11872,
07,8306,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.48157,116.00575,40.1224,116.63785,
